Año,Mes,Dia_semana,Hora_aprox,CUT_REG,Zona,Tipo_Calza,Estado_Cal,Condición,Estado_Atm,Causa__CON,Gravedad
2021,10,Sábado,14,10,URBANA,CONCRETO,BUENO,SECO,DESPEJADO,IMPRUDENCIA DEL PEATON,1
2023,4,Martes,17,5,URBANA,CONCRETO,BUENO,SECO,DESPEJADO,IMPRUDENCIA DEL CONDUCTOR,0
2024,2,Viernes,13,13,URBANA,CONCRETO,BUENO,SECO,DESPEJADO,IMPRUDENCIA DEL CONDUCTOR,0
2022,2,Miércoles,13,13,URBANA,ASFALTO,BUENO,SECO,DESPEJADO,ALCOHOL EN PEATON,1
2020,12,Sábado,18,8,URBANA,CONCRETO,BUENO,SECO,DESPEJADO,IMPRUDENCIA DEL CONDUCTOR,0
2021,6,Miércoles,12,7,URBANA,CONCRETO,REGULAR,HUMEDO,NUBLADO,DESOBEDIENCIA A SEÑALIZACION,0
2021,6,Jueves,12,7,URBANA,ASFALTO,BUENO,SECO,DESPEJADO,IMPRUDENCIA DEL CONDUCTOR,0
2020,6,Viernes,7,5,RURAL,CONCRETO,BUENO,SECO,NUBLADO,IMPRUDENCIA DEL PEATON,1
2023,11,Viernes,13,10,URBANA,CONCRETO,BUENO,SECO,DESPEJADO,DESOBEDIENCIA A SEÑALIZACION,0
2022,6,Martes,17,7,URBANA,CONCRETO,REGULAR,SECO,NUBLADO,IMPRUDENCIA DEL PEATON,0
2024,1,Sábado,21,5,URBANA,CONCRETO,BUENO,SECO,DESPEJADO,IMPRUDENCIA DEL CONDUCTOR,0
2022,5,Jueves,15,10,URBANA,ASFALTO,REGULAR,HUMEDO,DESPEJADO,IMPRUDENCIA DEL CONDUCTOR,0
2022,2,Lunes,17,14,RURAL,ASFALTO,BUENO,SECO,DESPEJADO,IMPRUDENCIA DEL CONDUCTOR,0
2023,12,Jueves,15,13,URBANA,ASFALTO,BUENO,SECO,DESPEJADO,IMPRUDENCIA DEL CONDUCTOR,0
2023,9,Domingo,21,7,URBANA,CONCRETO,BUENO,SECO,DESPEJADO,IMPRUDENCIA DEL PEATON,0
2024,5,Lunes,14,14,URBANA,CONCRETO,BUENO,SECO,DESPEJADO,IMPRUDENCIA DEL CONDUCTOR,1
2024,12,Martes,17,7,URBANA,ASFALTO,BUENO,SECO,DESPEJADO,IMPRUDENCIA DEL PEATON,1
2023,11,Lunes,6,13,URBANA,CONCRETO,BUENO,SECO,DESPEJADO,IMPRUDENCIA DEL CONDUCTOR,0
2023,6,Jueves,18,8,URBANA,ASFALTO,BUENO,SECO,NUBLADO,ALCOHOL EN PEATON,0
2020,10,Viernes,16,14,URBANA,CONCRETO,BUENO,SECO,DESPEJADO,IMPRUDENCIA DEL CONDUCTOR,1
2024,4,Jueves,15,5,URBANA,CONCRETO,BUENO,SECO,DESPEJADO,IMPRUDENCIA DEL CONDUCTOR,0
2022,7,Domingo,15,9,URBANA,CONCRETO,BUENO,SECO,NUBLADO,IMPRUDENCIA DEL PEATON,0
2024,10,Jueves,10,2,URBANA,ASFALTO,BUENO,SECO,DESPEJADO,IMPRUDENCIA DEL CONDUCTOR,0
2024,1,Lunes,14,15,URBANA,ASFALTO,BUENO,SECO,DESPEJADO,IMPRUDENCIA DEL CONDUCTOR,0
2020,3,Miércoles,8,13,URBANA,ASFALTO,REGULAR,SECO,DESPEJADO,IMPRUDENCIA DEL PEATON,1
2020,8,Lunes,15,7,URBANA,ASFALTO,BUENO,SECO,DESPEJADO,IMPRUDENCIA DEL CONDUCTOR,0
2022,6,Viernes,13,7,URBANA,ASFALTO,BUENO,SECO,DESPEJADO,IMPRUDENCIA DEL CONDUCTOR,0
2022,7,Martes,6,8,URBANA,CONCRETO,BUENO,MOJADO,NUBLADO,IMPRUDENCIA DEL CONDUCTOR,1
2020,10,Domingo,18,7,URBANA,ASFALTO,REGULAR,SECO,DESPEJADO,IMPRUDENCIA DEL PEATON,0
2021,3,Sábado,15,13,URBANA,ASFALTO,REGULAR,SECO,DESPEJADO,CAUSAS NO DETERMINADAS,1
2021,8,Martes,20,6,RURAL,ASFALTO,BUENO,SECO,DESPEJADO,IMPRUDENCIA DEL PEATON,0
2024,10,Jueves,15,10,URBANA,CONCRETO,REGULAR,HUMEDO,NUBLADO,IMPRUDENCIA DEL PEATON,0
2020,12,Viernes,18,9,URBANA,CONCRETO,BUENO,SECO,DESPEJADO,IMPRUDENCIA DEL CONDUCTOR,0
2023,3,Jueves,8,8,URBANA,CONCRETO,BUENO,SECO,DESPEJADO,IMPRUDENCIA DEL CONDUCTOR,0
2022,9,Lunes,7,9,RURAL,ASFALTO,BUENO,SECO,DESPEJADO,CAUSAS NO DETERMINADAS,0
2023,4,Martes,12,10,URBANA,ASFALTO,BUENO,MOJADO,LLOVIZNA,VELOCIDAD IMPRUDENTE,0
2024,1,Jueves,1,5,URBANA,ASFALTO,BUENO,SECO,DESPEJADO,IMPRUDENCIA DEL PEATON,1
2022,6,Sábado,19,1,URBANA,ASFALTO,BUENO,SECO,DESPEJADO,IMPRUDENCIA DEL CONDUCTOR,1
2021,10,Jueves,14,5,URBANA,ASFALTO,BUENO,SECO,DESPEJADO,IMPRUDENCIA DEL CONDUCTOR,1
2024,5,Martes,18,12,URBANA,CONCRETO,BUENO,HUMEDO,DESPEJADO,IMPRUDENCIA DEL PEATON,0
2021,11,Sábado,3,10,RURAL,ASFALTO,BUENO,SECO,DESPEJADO,CAUSAS NO DETERMINADAS,1
2020,6,Martes,17,2,URBANA,ASFALTO,BUENO,SECO,DESPEJADO,IMPRUDENCIA DEL CONDUCTOR,0
2023,7,Domingo,22,2,URBANA,ASFALTO,BUENO,SECO,DESPEJADO,IMPRUDENCIA DEL CONDUCTOR,0
2024,11,Sábado,12,14,URBANA,CONCRETO,BUENO,SECO,DESPEJADO,IMPRUDENCIA DEL CONDUCTOR,0
2021,7,Miércoles,20,8,URBANA,ASFALTO,BUENO,SECO,DESPEJADO,ALCOHOL EN CONDUCTOR,0
2021,10,Martes,18,5,URBANA,CONCRETO,REGULAR,SECO,DESPEJADO,IMPRUDENCIA DEL CONDUCTOR,0
2023,11,Lunes,16,10,URBANA,CONCRETO,REGULAR,MOJADO,LLUVIA,IMPRUDENCIA DEL CONDUCTOR,0
2023,12,Miércoles,21,1,URBANA,ASFALTO,BUENO,SECO,DESPEJADO,IMPRUDENCIA DEL CONDUCTOR,1
2024,8,Domingo,18,8,URBANA,ASFALTO,BUENO,SECO,NUBLADO,IMPRUDENCIA DEL CONDUCTOR,0
2022,9,Lunes,15,8,URBANA,CONCRETO,REGULAR,SECO,DESPEJADO,IMPRUDENCIA DEL CONDUCTOR,1
2022,4,Domingo,19,4,URBANA,ASFALTO,BUENO,SECO,NUBLADO,IMPRUDENCIA DEL PEATON,1
2024,6,Lunes,18,7,URBANA,CONCRETO,BUENO,SECO,NUBLADO,IMPRUDENCIA DEL CONDUCTOR,0
2022,5,Martes,15,4,URBANA,ASFALTO,BUENO,SECO,DESPEJADO,DESOBEDIENCIA A SEÑALIZACION,0
2022,8,Sábado,19,13,URBANA,ASFALTO,BUENO,SECO,DESPEJADO,CAUSAS NO DETERMINADAS,0
2020,5,Viernes,11,8,URBANA,CONCRETO,BUENO,SECO,DESPEJADO,IMPRUDENCIA DEL CONDUCTOR,0
2021,6,Viernes,19,8,RURAL,ASFALTO,BUENO,SECO,NUBLADO,IMPRUDENCIA DEL PEATON,1
2022,2,Sábado,12,13,URBANA,CONCRETO,BUENO,SECO,DESPEJADO,IMPRUDENCIA DEL PEATON,0
2020,10,Jueves,17,8,URBANA,ASFALTO,BUENO,SECO,DESPEJADO,IMPRUDENCIA DEL CONDUCTOR,0
2023,4,Lunes,15,2,URBANA,ASFALTO,BUENO,SECO,DESPEJADO,IMPRUDENCIA DEL CONDUCTOR,0
2020,7,Miércoles,10,16,URBANA,CONCRETO,BUENO,HUMEDO,NUBLADO,IMPRUDENCIA DEL CONDUCTOR,0
2022,4,Martes,19,13,URBANA,MIXTO,REGULAR,SECO,DESPEJADO,IMPRUDENCIA DEL CONDUCTOR,0
2023,9,Domingo,14,10,URBANA,CONCRETO,BUENO,HUMEDO,LLUVIA,IMPRUDENCIA DEL PEATON,0
2022,9,Miércoles,18,13,URBANA,ASFALTO,BUENO,SECO,DESPEJADO,PERDIDA CONTROL VEHICULO,1
2024,1,Viernes,21,7,RURAL,ASFALTO,BUENO,SECO,DESPEJADO,IMPRUDENCIA DEL PEATON,0
2023,10,Viernes,9,5,URBANA,CONCRETO,BUENO,SECO,DESPEJADO,IMPRUDENCIA DEL PEATON,1
2023,5,Miércoles,18,8,URBANA,CONCRETO,BUENO,SECO,DESPEJADO,IMPRUDENCIA DEL PEATON,0
2021,4,Miércoles,12,13,URBANA,ASFALTO,BUENO,SECO,DESPEJADO,IMPRUDENCIA DEL PEATON,0
2023,7,Lunes,8,13,URBANA,ASFALTO,BUENO,SECO,DESPEJADO,IMPRUDENCIA DEL CONDUCTOR,0
2024,5,Viernes,8,10,URBANA,ASFALTO,BUENO,MOJADO,LLUVIA,IMPRUDENCIA DEL CONDUCTOR,0
2022,9,Jueves,21,13,URBANA,ASFALTO,BUENO,SECO,DESPEJADO,IMPRUDENCIA DEL CONDUCTOR,1
2023,11,Jueves,20,8,URBANA,CONCRETO,BUENO,SECO,DESPEJADO,IMPRUDENCIA DEL PEATON,0
2021,9,Jueves,22,2,URBANA,ASFALTO,BUENO,SECO,DESPEJADO,IMPRUDENCIA DEL CONDUCTOR,0
2021,6,Miércoles,9,9,URBANA,CONCRETO,REGULAR,SECO,NUBLADO,IMPRUDENCIA DEL PEATON,0
2022,3,Martes,16,13,URBANA,ASFALTO,BUENO,SECO,DESPEJADO,VELOCIDAD IMPRUDENTE,1
2023,10,Martes,5,13,URBANA,ASFALTO,BUENO,SECO,DESPEJADO,IMPRUDENCIA DEL PEATON,1
2021,12,Viernes,2,6,URBANA,CONCRETO,BUENO,SECO,DESPEJADO,IMPRUDENCIA DEL PEATON,0
2021,5,Jueves,18,9,URBANA,CONCRETO,BUENO,MOJADO,LLUVIA,IMPRUDENCIA DEL CONDUCTOR,0
2021,3,Viernes,16,7,URBANA,ASFALTO,BUENO,SECO,DESPEJADO,IMPRUDENCIA DEL CONDUCTOR,0
2022,12,Jueves,16,16,URBANA,ASFALTO,BUENO,SECO,DESPEJADO,ALCOHOL EN PEATON,0
2021,12,Martes,17,15,RURAL,ASFALTO,BUENO,SECO,DESPEJADO,IMPRUDENCIA DEL CONDUCTOR,1
2024,12,Miércoles,12,7,URBANA,CONCRETO,BUENO,SECO,DESPEJADO,VELOCIDAD IMPRUDENTE,1
2024,10,Sábado,16,14,URBANA,CONCRETO,BUENO,SECO,DESPEJADO,IMPRUDENCIA DEL CONDUCTOR,0
2020,2,Jueves,20,5,URBANA,CONCRETO,BUENO,SECO,DESPEJADO,IMPRUDENCIA DEL PEATON,0
2024,5,Sábado,23,15,URBANA,ASFALTO,BUENO,SECO,DESPEJADO,ALCOHOL EN CONDUCTOR,0
2022,1,Domingo,5,1,URBANA,ASFALTO,BUENO,SECO,DESPEJADO,IMPRUDENCIA DEL CONDUCTOR,0
2021,10,Lunes,23,13,RURAL,ASFALTO,REGULAR,SECO,DESPEJADO,IMPRUDENCIA DEL PEATON,1
2020,8,Jueves,13,5,URBANA,ASFALTO,BUENO,SECO,DESPEJADO,IMPRUDENCIA DEL CONDUCTOR,0
2023,3,Jueves,16,5,URBANA,ASFALTO,BUENO,SECO,DESPEJADO,IMPRUDENCIA DEL CONDUCTOR,0
2022,10,Sábado,13,4,URBANA,CONCRETO,REGULAR,SECO,DESPEJADO,DESOBEDIENCIA A SEÑALIZACION,0
2022,7,Miércoles,18,9,RURAL,ASFALTO,BUENO,HUMEDO,NUBLADO,IMPRUDENCIA DEL PEATON,1
2021,11,Jueves,20,13,URBANA,ASFALTO,BUENO,SECO,DESPEJADO,IMPRUDENCIA DEL PEATON,0
2023,8,Domingo,13,8,URBANA,ASFALTO,BUENO,SECO,DESPEJADO,IMPRUDENCIA DEL CONDUCTOR,0
2023,9,Sábado,1,13,RURAL,ASFALTO,REGULAR,SECO,DESPEJADO,IMPRUDENCIA DEL PEATON,1
2022,3,Jueves,17,7,URBANA,ASFALTO,BUENO,SECO,DESPEJADO,IMPRUDENCIA DEL CONDUCTOR,0
2022,5,Lunes,21,8,RURAL,ASFALTO,BUENO,HUMEDO,NEBLINA,IMPRUDENCIA DEL CONDUCTOR,0
2024,8,Domingo,17,8,URBANA,CONCRETO,BUENO,SECO,DESPEJADO,IMPRUDENCIA DEL CONDUCTOR,1
2022,7,Sábado,12,16,URBANA,CONCRETO,BUENO,SECO,DESPEJADO,IMPRUDENCIA DEL CONDUCTOR,0
2021,12,Jueves,7,8,URBANA,CONCRETO,BUENO,SECO,DESPEJADO,DESOBEDIENCIA A SEÑALIZACION,0
2024,9,Martes,20,13,URBANA,ASFALTO,BUENO,SECO,DESPEJADO,IMPRUDENCIA DEL PEATON,0
2021,12,Jueves,0,13,RURAL,ASFALTO,BUENO,SECO,DESPEJADO,IMPRUDENCIA DEL PEATON,1
2021,7,Viernes,13,10,URBANA,CONCRETO,BUENO,SECO,DESPEJADO,IMPRUDENCIA DEL CONDUCTOR,0
2024,8,Sábado,0,10,RURAL,ASFALTO,BUENO,SECO,NUBLADO,IMPRUDENCIA DEL PEATON,1
2023,3,Martes,10,9,URBANA,CONCRETO,BUENO,SECO,DESPEJADO,IMPRUDENCIA DEL CONDUCTOR,0
2024,2,Martes,23,15,URBANA,ASFALTO,BUENO,SECO,DESPEJADO,IMPRUDENCIA DEL CONDUCTOR,1
2022,4,Jueves,8,8,URBANA,CONCRETO,BUENO,SECO,DESPEJADO,IMPRUDENCIA DEL CONDUCTOR,0
2022,3,Lunes,20,13,URBANA,ASFALTO,BUENO,SECO,DESPEJADO,IMPRUDENCIA DEL CONDUCTOR,0
2021,8,Domingo,19,7,URBANA,ASFALTO,REGULAR,SECO,DESPEJADO,IMPRUDENCIA DEL PEATON,1
2023,1,Miércoles,8,8,URBANA,CONCRETO,BUENO,SECO,DESPEJADO,IMPRUDENCIA DEL PEATON,1
2024,3,Sábado,22,8,URBANA,CONCRETO,BUENO,SECO,DESPEJADO,IMPRUDENCIA DEL CONDUCTOR,0
2024,10,Lunes,19,9,URBANA,CONCRETO,BUENO,SECO,DESPEJADO,IMPRUDENCIA DEL PEATON,0
2020,9,Jueves,20,6,URBANA,ASFALTO,BUENO,SECO,DESPEJADO,IMPRUDENCIA DEL CONDUCTOR,0
2020,1,Viernes,22,5,RURAL,ASFALTO,BUENO,SECO,DESPEJADO,IMPRUDENCIA DEL PEATON,1
2024,4,Viernes,18,1,URBANA,ASFALTO,BUENO,SECO,DESPEJADO,IMPRUDENCIA DEL CONDUCTOR,0
2023,5,Viernes,18,7,URBANA,ASFALTO,BUENO,SECO,DESPEJADO,IMPRUDENCIA DEL PEATON,0
2023,2,Miércoles,14,8,URBANA,CONCRETO,BUENO,SECO,DESPEJADO,IMPRUDENCIA DEL CONDUCTOR,0
2022,1,Domingo,22,6,RURAL,ASFALTO,BUENO,SECO,DESPEJADO,IMPRUDENCIA DEL CONDUCTOR,1
2021,8,Jueves,18,14,URBANA,ASFALTO,BUENO,MOJADO,LLUVIA,IMPRUDENCIA DEL CONDUCTOR,1
2023,3,Martes,14,1,URBANA,ASFALTO,BUENO,SECO,DESPEJADO,IMPRUDENCIA DEL CONDUCTOR,0
2020,7,Sábado,19,14,URBANA,CONCRETO,REGULAR,MOJADO,NUBLADO,IMPRUDENCIA DEL CONDUCTOR,1
2021,5,Viernes,21,16,RURAL,ASFALTO,BUENO,SECO,DESPEJADO,IMPRUDENCIA DEL PEATON,1
2020,12,Domingo,7,13,URBANA,ASFALTO,BUENO,SECO,DESPEJADO,DESOBEDIENCIA A SEÑALIZACION,1
2022,4,Lunes,15,13,URBANA,CONCRETO,BUENO,SECO,DESPEJADO,IMPRUDENCIA DEL PEATON,1
2024,6,Domingo,3,4,URBANA,ASFALTO,BUENO,SECO,NUBLADO,ALCOHOL EN PEATON,1
2024,10,Martes,23,16,URBANA,CONCRETO,BUENO,SECO,NUBLADO,DESOBEDIENCIA A SEÑALIZACION,0
2020,1,Viernes,20,7,URBANA,CONCRETO,BUENO,SECO,DESPEJADO,IMPRUDENCIA DEL CONDUCTOR,0
2024,1,Lunes,0,10,URBANA,ASFALTO,REGULAR,SECO,DESPEJADO,IMPRUDENCIA DEL CONDUCTOR,0
2022,12,Miércoles,19,8,URBANA,CONCRETO,BUENO,SECO,DESPEJADO,IMPRUDENCIA DEL PEATON,0
2021,5,Sábado,12,8,URBANA,CONCRETO,BUENO,SECO,DESPEJADO,OTRAS CAUSAS,0
2024,4,Sábado,15,8,URBANA,CONCRETO,BUENO,SECO,DESPEJADO,IMPRUDENCIA DEL PEATON,0
2024,2,Lunes,1,7,URBANA,ASFALTO,REGULAR,SECO,DESPEJADO,ALCOHOL EN CONDUCTOR,0
2024,10,Sábado,20,8,URBANA,CONCRETO,BUENO,SECO,DESPEJADO,ALCOHOL EN PEATON,1
2023,4,Miércoles,15,9,URBANA,CONCRETO,BUENO,SECO,DESPEJADO,IMPRUDENCIA DEL CONDUCTOR,0
2023,5,Miércoles,8,13,URBANA,ASFALTO,BUENO,SECO,DESPEJADO,IMPRUDENCIA DEL PEATON,1
2021,5,Viernes,10,13,URBANA,ASFALTO,REGULAR,SECO,DESPEJADO,DESOBEDIENCIA A SEÑALIZACION,0
2023,2,Martes,11,2,URBANA,ASFALTO,BUENO,SECO,DESPEJADO,IMPRUDENCIA DEL PEATON,0
2024,11,Martes,13,6,URBANA,CONCRETO,BUENO,SECO,DESPEJADO,IMPRUDENCIA DEL CONDUCTOR,1
2023,11,Lunes,9,8,URBANA,CONCRETO,BUENO,SECO,DESPEJADO,IMPRUDENCIA DEL CONDUCTOR,1
2023,12,Viernes,18,13,URBANA,CONCRETO,REGULAR,SECO,DESPEJADO,IMPRUDENCIA DEL CONDUCTOR,0
2022,11,Lunes,10,15,URBANA,ASFALTO,BUENO,SECO,DESPEJADO,IMPRUDENCIA DEL CONDUCTOR,0
2023,3,Jueves,19,13,URBANA,ASFALTO,BUENO,SECO,DESPEJADO,IMPRUDENCIA DEL PEATON,0
2021,10,Martes,12,5,URBANA,ASFALTO,BUENO,SECO,DESPEJADO,IMPRUDENCIA DEL CONDUCTOR,0
2021,8,Martes,7,4,URBANA,ASFALTO,BUENO,SECO,NUBLADO,IMPRUDENCIA DEL CONDUCTOR,0
2020,6,Lunes,13,5,RURAL,ASFALTO,BUENO,SECO,DESPEJADO,CAUSAS NO DETERMINADAS,1
2022,1,Miércoles,11,9,URBANA,ASFALTO,BUENO,SECO,DESPEJADO,IMPRUDENCIA DEL CONDUCTOR,0
2022,9,Miércoles,8,13,URBANA,ASFALTO,BUENO,SECO,DESPEJADO,IMPRUDENCIA DEL CONDUCTOR,1
2024,10,Viernes,20,13,URBANA,ASFALTO,BUENO,SECO,DESPEJADO,DESOBEDIENCIA A SEÑALIZACION,0
2021,10,Domingo,7,13,URBANA,ASFALTO,REGULAR,SECO,DESPEJADO,IMPRUDENCIA DEL CONDUCTOR,0
2022,11,Domingo,4,8,RURAL,CONCRETO,BUENO,SECO,DESPEJADO,DESOBEDIENCIA A SEÑALIZACION,1
2024,5,Lunes,17,11,URBANA,CONCRETO,BUENO,HUMEDO,NUBLADO,IMPRUDENCIA DEL PEATON,0
2020,1,Miércoles,14,8,URBANA,CONCRETO,BUENO,SECO,DESPEJADO,IMPRUDENCIA DEL CONDUCTOR,0
2024,9,Martes,8,13,URBANA,CONCRETO,REGULAR,SECO,DESPEJADO,IMPRUDENCIA DEL CONDUCTOR,0
2021,4,Viernes,18,10,URBANA,CONCRETO,BUENO,SECO,NUBLADO,IMPRUDENCIA DEL PEATON,0
2024,12,Lunes,16,13,URBANA,CONCRETO,BUENO,SECO,DESPEJADO,IMPRUDENCIA DEL CONDUCTOR,0
2022,6,Miércoles,8,13,URBANA,CONCRETO,BUENO,SECO,DESPEJADO,IMPRUDENCIA DEL CONDUCTOR,0
2020,8,Domingo,23,7,RURAL,ASFALTO,BUENO,SECO,DESPEJADO,IMPRUDENCIA DEL PEATON,1
2022,8,Martes,17,9,URBANA,ASFALTO,BUENO,MOJADO,LLOVIZNA,IMPRUDENCIA DEL PEATON,0
2023,2,Sábado,21,10,URBANA,CONCRETO,REGULAR,HUMEDO,LLUVIA,IMPRUDENCIA DEL PEATON,0
2023,5,Miércoles,11,13,URBANA,ASFALTO,BUENO,SECO,DESPEJADO,IMPRUDENCIA DEL PEATON,1
2023,8,Miércoles,11,10,URBANA,ASFALTO,REGULAR,HUMEDO,DESPEJADO,VELOCIDAD IMPRUDENTE,1
2024,5,Martes,18,8,URBANA,CONCRETO,BUENO,SECO,DESPEJADO,IMPRUDENCIA DEL PEATON,1
2022,12,Jueves,9,7,URBANA,ASFALTO,BUENO,SECO,DESPEJADO,IMPRUDENCIA DEL CONDUCTOR,0
2022,3,Martes,10,5,URBANA,CONCRETO,BUENO,SECO,DESPEJADO,IMPRUDENCIA DEL PEATON,0
2023,4,Domingo,13,6,URBANA,ASFALTO,BUENO,SECO,DESPEJADO,IMPRUDENCIA DEL CONDUCTOR,0
2023,3,Domingo,0,5,RURAL,ASFALTO,BUENO,SECO,DESPEJADO,ALCOHOL EN PEATON,1
2022,6,Viernes,7,5,URBANA,ASFALTO,BUENO,MOJADO,LLUVIA,IMPRUDENCIA DEL PEATON,0
2023,10,Martes,16,13,URBANA,CONCRETO,BUENO,SECO,DESPEJADO,IMPRUDENCIA DEL PEATON,1
2022,10,Jueves,8,13,URBANA,ASFALTO,REGULAR,SECO,DESPEJADO,OTRAS CAUSAS,0
2021,6,Viernes,20,16,URBANA,CONCRETO,BUENO,MOJADO,DESPEJADO,IMPRUDENCIA DEL CONDUCTOR,0
2020,12,Jueves,20,5,URBANA,CONCRETO,BUENO,SECO,DESPEJADO,IMPRUDENCIA DEL PEATON,0
2023,9,Viernes,7,8,URBANA,ASFALTO,BUENO,SECO,DESPEJADO,IMPRUDENCIA DEL CONDUCTOR,0
2021,11,Martes,19,7,URBANA,CONCRETO,BUENO,SECO,DESPEJADO,IMPRUDENCIA DEL PEATON,1
2024,9,Lunes,15,13,URBANA,CONCRETO,BUENO,SECO,DESPEJADO,IMPRUDENCIA DEL CONDUCTOR,0
2023,9,Viernes,8,13,URBANA,CONCRETO,BUENO,SECO,DESPEJADO,IMPRUDENCIA DEL CONDUCTOR,0
2020,1,Lunes,20,13,URBANA,ASFALTO,REGULAR,SECO,DESPEJADO,IMPRUDENCIA DEL CONDUCTOR,0
2021,10,Lunes,19,15,URBANA,ASFALTO,BUENO,SECO,DESPEJADO,ALCOHOL EN PEATON,0
2024,10,Martes,18,5,URBANA,ASFALTO,BUENO,SECO,DESPEJADO,IMPRUDENCIA DEL CONDUCTOR,0
2024,8,Martes,14,10,URBANA,CONCRETO,BUENO,SECO,DESPEJADO,IMPRUDENCIA DEL CONDUCTOR,0
2023,3,Jueves,17,8,URBANA,ASFALTO,BUENO,SECO,DESPEJADO,IMPRUDENCIA DEL PEATON,0
2020,2,Sábado,19,7,URBANA,CONCRETO,BUENO,SECO,DESPEJADO,IMPRUDENCIA DEL CONDUCTOR,0
2021,4,Jueves,18,10,URBANA,CONCRETO,BUENO,SECO,NUBLADO,IMPRUDENCIA DEL CONDUCTOR,0
2021,4,Viernes,9,13,URBANA,CONCRETO,BUENO,MOJADO,DESPEJADO,VELOCIDAD IMPRUDENTE,0
2024,4,Martes,7,10,RURAL,CONCRETO,REGULAR,SECO,DESPEJADO,IMPRUDENCIA DEL PEATON,1
2021,9,Domingo,19,10,URBANA,CONCRETO,BUENO,SECO,NUBLADO,ALCOHOL EN CONDUCTOR,0
2022,4,Domingo,20,9,URBANA,ASFALTO,BUENO,SECO,NUBLADO,IMPRUDENCIA DEL PEATON,0
2021,11,Miércoles,12,8,URBANA,CONCRETO,BUENO,SECO,DESPEJADO,IMPRUDENCIA DEL PEATON,1
2023,1,Lunes,22,8,URBANA,TIERRA,REGULAR, ,DESPEJADO,ALCOHOL EN CONDUCTOR,0
2022,1,Lunes,21,4,URBANA,ASFALTO,BUENO,SECO,DESPEJADO,CAUSAS NO DETERMINADAS,0
2022,5,Jueves,14,9,URBANA,ASFALTO,BUENO,MOJADO,LLOVIZNA,DESOBEDIENCIA A SEÑALIZACION,0
2022,11,Jueves,22,5,URBANA,CONCRETO,REGULAR,SECO,DESPEJADO,IMPRUDENCIA DEL CONDUCTOR,0
2020,12,Jueves,20,13,URBANA,ASFALTO,BUENO,SECO,DESPEJADO,IMPRUDENCIA DEL CONDUCTOR,0
2024,10,Lunes,7,5,URBANA,ASFALTO,BUENO,SECO,DESPEJADO,IMPRUDENCIA DEL CONDUCTOR,0
2021,3,Lunes,6,13,RURAL,ASFALTO,BUENO,SECO,DESPEJADO,DESOBEDIENCIA A SEÑALIZACION,1
2021,7,Viernes,19,13,URBANA,MIXTO,REGULAR,SECO,DESPEJADO,DESOBEDIENCIA A SEÑALIZACION,0
2024,7,Lunes,12,5,URBANA,ASFALTO,BUENO,SECO,DESPEJADO,IMPRUDENCIA DEL CONDUCTOR,1
2020,11,Sábado,15,13,URBANA,ASFALTO,BUENO,SECO,DESPEJADO,IMPRUDENCIA DEL PEATON,0
2022,2,Viernes,9,15,URBANA,ASFALTO,BUENO,SECO,DESPEJADO,DESOBEDIENCIA A SEÑALIZACION,0
2024,12,Martes,11,3,URBANA,ASFALTO,BUENO,SECO,DESPEJADO,IMPRUDENCIA DEL CONDUCTOR,0
2021,6,Miércoles,11,12,URBANA,CONCRETO,BUENO,SECO,DESPEJADO,OTRAS CAUSAS,0
2021,12,Viernes,2,10,RURAL,CONCRETO,BUENO,SECO,NUBLADO,IMPRUDENCIA DEL PEATON,1
2023,11,Jueves,20,13,URBANA,CONCRETO,REGULAR,SECO,DESPEJADO,DROGAS Y/O FATIGA EN CONDUCTOR,1
2022,4,Viernes,8,13,URBANA,ASFALTO,BUENO,SECO,DESPEJADO,IMPRUDENCIA DEL PEATON,0
2023,11,Lunes,17,2,URBANA,ASFALTO,BUENO,SECO,DESPEJADO,DESOBEDIENCIA A SEÑALIZACION,1
2024,3,Sábado,15,13,URBANA,ASFALTO,BUENO,SECO,DESPEJADO,IMPRUDENCIA DEL PEATON,0
2023,9,Viernes,12,5,URBANA,CONCRETO,BUENO,SECO,NUBLADO,IMPRUDENCIA DEL PEATON,1
2021,4,Martes,19,2,URBANA,ASFALTO,BUENO,SECO,DESPEJADO,IMPRUDENCIA DEL PEATON,0
2022,5,Jueves,19,16,RURAL,CONCRETO,BUENO,SECO,DESPEJADO,OTRAS CAUSAS,0
2023,9,Martes,7,7,URBANA,CONCRETO,BUENO,MOJADO,NUBLADO,IMPRUDENCIA DEL CONDUCTOR,0
2024,4,Miércoles,17,7,URBANA,ASFALTO,BUENO,SECO,DESPEJADO,IMPRUDENCIA DEL CONDUCTOR,1
2021,10,Miércoles,12,14,URBANA,ASFALTO,BUENO,MOJADO,LLUVIA,IMPRUDENCIA DEL CONDUCTOR,0
2020,9,Martes,20,15,URBANA,ASFALTO,BUENO,SECO,DESPEJADO,IMPRUDENCIA DEL PEATON,1
2020,5,Miércoles,9,5,URBANA,ASFALTO,BUENO,SECO,DESPEJADO,IMPRUDENCIA DEL PEATON,0
2023,9,Martes,18,13,URBANA,ASFALTO,BUENO,SECO,NUBLADO,IMPRUDENCIA DEL CONDUCTOR,0
2022,5,Viernes,15,5,URBANA,ASFALTO,BUENO,SECO,DESPEJADO,IMPRUDENCIA DEL CONDUCTOR,0
